school_year,busbreakdown_id,run_type,bus_no,route_number,reason,schools_serviced,occurred_on,created_on,boro,bus_company_name,number_of_students_on_the_bus,has_contractor_notified_schools,has_contractor_notified_parents,have_you_alerted_opt,informed_on,last_updated_on,breakdown_or_running_late,school_age_or_prek,how_long_delayed,incident_number
2015-2016,1230677,Special Ed AM Run,NI0616,K168,Mechanical Problem,18366,2015-11-19T06:50:00.000,2015-11-19T07:01:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",1,Yes,Yes,No,2015-11-19T07:01:00.000,2015-11-19T08:57:26.000,Running Late,School-Age,25,
2015-2016,1230678,Special Ed AM Run,2580,M265,Other,01461,2015-11-19T06:58:00.000,2015-11-19T07:02:00.000,Manhattan,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-19T07:02:00.000,2015-11-19T07:05:02.000,Running Late,School-Age,,
2015-2016,1230679,General Ed AM Run,21799,M1172,Other,02706,2015-11-19T07:00:00.000,2015-11-19T07:03:00.000,Manhattan,SNT BUS INC,0,Yes,No,Yes,2015-11-19T07:03:00.000,2015-11-19T07:07:55.000,Running Late,School-Age,45-60 min,
2015-2016,1230680,Special Ed AM Run,1205,P662,Heavy Traffic,29059,2015-11-19T06:55:00.000,2015-11-19T07:04:00.000,,ACME BUS CORP. (B2321),0,Yes,Yes,Yes,2015-11-19T07:04:00.000,2015-11-19T07:04:51.000,Running Late,School-Age,10Min,
2015-2016,1230681,Special Ed AM Run,1013,Q825,Heavy Traffic,28310,2015-11-19T06:53:00.000,2015-11-19T07:06:00.000,Queens,FIRST STEPS TRANSP INC. (,1,Yes,Yes,Yes,2015-11-19T07:06:00.000,2015-11-19T07:06:57.000,Running Late,School-Age,45 mins,
2015-2016,1230684,Special Ed AM Run,12550,P629,Heavy Traffic,24068,2015-11-19T07:00:00.000,2015-11-19T07:09:00.000,,ACME BUS CORP. (B2321),4,Yes,Yes,Yes,2015-11-19T07:09:00.000,2015-11-19T07:09:31.000,Running Late,School-Age,15Min,
2015-2016,1230685,Special Ed AM Run,6027,X069,Heavy Traffic,07155,2015-11-19T07:02:00.000,2015-11-19T07:09:00.000,Bronx,PIONEER TRANSPORTATION CO,4,Yes,No,No,2015-11-19T07:09:00.000,2015-11-19T07:09:34.000,Running Late,School-Age,15 minutes,
2015-2016,1230686,Special Ed AM Run,NI2113,K077,Other,14380,2015-11-19T07:00:00.000,2015-11-19T07:09:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",5,Yes,Yes,No,2015-11-19T07:09:00.000,2015-11-19T07:10:19.000,Running Late,School-Age,10 min,
2015-2016,1230687,Special Ed AM Run,NI-2517,K204,Other,21209,2015-11-19T06:50:00.000,2015-11-19T07:09:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",4,Yes,Yes,No,2015-11-19T07:09:00.000,2015-11-19T07:10:03.000,Running Late,School-Age,25 MINS,
2015-2016,1230688,Special Ed AM Run,9044,R056,Heavy Traffic,31049,2015-11-19T07:01:00.000,2015-11-19T07:11:00.000,Staten Island,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-19T07:11:00.000,2015-11-19T07:11:03.000,Running Late,School-Age,10MINS,
2015-2016,1230689,General Ed AM Run,24517,M1157,Heavy Traffic,03329,2015-11-19T06:45:00.000,2015-11-19T07:11:00.000,Manhattan,SNT BUS INC,0,Yes,No,Yes,2015-11-19T07:11:00.000,2015-11-19T07:17:39.000,Running Late,School-Age,15-20 min,
2015-2016,1230690,Special Ed AM Run,12536,P699,Heavy Traffic,26067,2015-11-19T07:00:00.000,2015-11-19T07:11:00.000,,ACME BUS CORP. (B2321),5,Yes,Yes,Yes,2015-11-19T07:11:00.000,2015-11-19T07:11:47.000,Running Late,School-Age,20Min,
2015-2016,1230691,Special Ed AM Run,NI-2124,K002,Other,21199,2015-11-19T07:10:00.000,2015-11-19T07:12:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",2,Yes,Yes,No,2015-11-19T07:12:00.000,2015-11-19T07:12:28.000,Running Late,School-Age,30 MINS,
2017-2018,1424313,Special Ed AM Run,1606,M446,Heavy Traffic,02699,2018-03-26T08:09:00.000,2018-03-26T08:10:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T08:10:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2017-2018,1424319,Pre-K/EI,0012,1,Heavy Traffic,C195,2018-03-26T08:17:00.000,2018-03-26T08:18:00.000,Bronx,"G.V.C., LTD.",17,Yes,Yes,No,2018-03-26T08:18:00.000,1900-01-01T00:00:00.000,Running Late,Pre-K,16-30 Min,
2015-2016,1226022,Pre-K/EI,12,4,Other,S176,2015-10-29T07:45:00.000,2015-10-29T07:49:00.000,Bronx,"G.V.C., LTD.",5,Yes,Yes,No,2015-10-29T07:49:00.000,2015-10-29T07:56:01.000,Running Late,Pre-K,10MINUTES,
2015-2016,1227369,Special Ed AM Run,11676,P698,Heavy Traffic,26481,2015-11-05T07:02:00.000,2015-11-05T07:08:00.000,,ACME BUS CORP. (B2321),3,Yes,Yes,Yes,2015-11-05T07:08:00.000,2015-11-05T07:08:47.000,Running Late,School-Age,15Min,
2015-2016,1230692,Special Ed AM Run,490,L043,Other,14646,2015-11-19T19:13:00.000,2015-11-19T07:14:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,2,Yes,Yes,No,2015-11-19T07:14:00.000,2015-11-19T07:14:31.000,Running Late,School-Age,60 min,
2015-2016,1230693,Special Ed AM Run,520,L777,Other,17316,2015-11-19T07:15:00.000,2015-11-19T07:15:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,3,Yes,Yes,No,2015-11-19T07:15:00.000,2015-11-19T07:15:34.000,Running Late,School-Age,60 min,
2015-2016,1230694,Pre-K/EI,2204,VNY1,Heavy Traffic,C551,2015-11-19T07:10:00.000,2015-11-19T07:16:00.000,Bronx,"DON THOMAS BUSES, INC.",2,Yes,Yes,No,2015-11-19T07:16:00.000,2015-11-19T07:16:08.000,Running Late,Pre-K,15 MIN.,
2015-2016,1230695,General Ed AM Run,21799,M1153,Mechanical Problem,02111,2015-11-19T07:00:00.000,2015-11-19T07:16:00.000,Manhattan,SNT BUS INC,0,Yes,No,Yes,2015-11-19T07:16:00.000,2015-11-19T07:18:54.000,Running Late,School-Age,30-45 min,
2015-2016,1230700,General Ed AM Run,955,R1309,Heavy Traffic,31009,2015-11-19T07:15:00.000,2015-11-19T07:19:00.000,Staten Island,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-19T07:19:00.000,2015-11-19T07:19:33.000,Running Late,School-Age,10 mins,
2015-2016,1230703,Special Ed AM Run,568,L044,Heavy Traffic,22902,2015-11-19T07:21:00.000,2015-11-19T07:22:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,2,Yes,Yes,No,2015-11-19T07:22:00.000,2015-11-19T07:22:05.000,Running Late,School-Age,45 Min,
2015-2016,1230704,Special Ed AM Run,NI-1544,K136,Other,14059,2015-11-19T07:20:00.000,2015-11-19T07:22:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",5,Yes,Yes,No,2015-11-19T07:22:00.000,2015-11-19T07:22:22.000,Running Late,School-Age,25 MINS,
2015-2016,1230708,Special Ed AM Run,1014,Q975,Heavy Traffic,24061,2015-11-19T06:55:00.000,2015-11-19T07:24:00.000,Queens,FIRST STEPS TRANSP INC. (,0,Yes,Yes,Yes,2015-11-19T07:24:00.000,2015-11-19T07:24:49.000,Running Late,School-Age,40 mins,
2015-2016,1230710,General Ed AM Run,036,R1208,Heavy Traffic,31053,2015-11-19T07:15:00.000,2015-11-19T07:26:00.000,Staten Island,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-19T07:26:00.000,2015-11-19T07:26:11.000,Running Late,School-Age,5-10MINS,
2015-2016,1230711,General Ed AM Run,2547,Q2421,Heavy Traffic,24290,2015-11-19T07:25:00.000,2015-11-19T07:26:00.000,Queens,BOBBY`S BUS CO. INC.,0,Yes,No,No,2015-11-19T07:26:00.000,2015-11-19T07:26:45.000,Running Late,School-Age,25 mins,
2015-2016,1230713,General Ed AM Run,1695,R1317,Heavy Traffic,31730,2015-11-19T07:24:00.000,2015-11-19T07:27:00.000,Staten Island,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-19T07:27:00.000,2015-11-19T07:27:42.000,Running Late,School-Age,20 mins,
2015-2016,1230715,Special Ed AM Run,NI-2587,K102,Other,20163,2015-11-19T07:20:00.000,2015-11-19T07:29:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",5,Yes,Yes,No,2015-11-19T07:29:00.000,2015-11-19T13:10:51.000,Running Late,School-Age,30 MINS,
2015-2016,1230716,Special Ed AM Run,4529,K602,Heavy Traffic,17005,2015-11-19T07:28:00.000,2015-11-19T07:29:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",6,Yes,Yes,Yes,2015-11-19T07:29:00.000,2015-11-19T07:29:43.000,Running Late,School-Age,15 MIN,
2015-2016,1230722,Special Ed AM Run,5010,L058,Heavy Traffic,17122,2015-11-19T07:31:00.000,2015-11-19T07:33:00.000,Brooklyn,L & M BUS CORP. (B2321),8,Yes,Yes,No,2015-11-19T07:33:00.000,2015-11-19T09:21:17.000,Running Late,School-Age,15 MINS,
2015-2016,1230723,Special Ed AM Run,10255,M029,Heavy Traffic,02300,2015-11-19T07:21:00.000,2015-11-19T07:33:00.000,Manhattan,"BORO TRANSIT, INC.",2,Yes,No,Yes,2015-11-19T07:33:00.000,2015-11-19T07:34:28.000,Running Late,School-Age,25-30 min,
2015-2016,1230724,Special Ed AM Run,NI0307,N212,Other,75907,2015-11-19T07:30:00.000,2015-11-19T07:34:00.000,Nassau County,"NEW DAWN TRANSIT, LLC (B2",1,Yes,Yes,No,2015-11-19T07:34:00.000,2015-11-19T07:34:00.000,Running Late,School-Age,20,
2015-2016,1230725,Special Ed AM Run,2304,K264,Delayed by School,19346,2015-11-19T07:30:00.000,2015-11-19T07:34:00.000,Brooklyn,ALLIED TRANSIT CORP.,2,Yes,Yes,No,2015-11-19T07:34:00.000,2015-11-19T07:34:24.000,Running Late,School-Age,20-30 min,
2017-2018,1424323,Special Ed AM Run,1313,N121,Heavy Traffic,02028,2018-03-26T08:18:00.000,2018-03-26T08:20:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),3,Yes,Yes,No,2018-03-26T08:20:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,16-30 Min,
2017-2018,1424324,Special Ed AM Run,2726,L511,Heavy Traffic,"13067,13433,13461,15430",2018-03-26T08:11:00.000,2018-03-26T08:20:00.000,,"RELIANT TRANSPORTATION, INC (B2321)",0,Yes,Yes,Yes,2018-03-26T08:20:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,16-30 Min,
2015-2016,1213564,Pre-K/EI,8015,1204ZZ,Delayed by School,C997,2015-09-09T16:11:00.000,2015-09-09T16:28:00.000,Brooklyn,L & M BUS CORP.,5,Yes,Yes,No,2015-09-09T16:28:00.000,2015-09-09T16:28:47.000,Running Late,Pre-K,20 mins,
2015-2016,1215772,Special Ed AM Run,16428,X310,Heavy Traffic,10095,2015-09-18T07:20:00.000,2015-09-18T07:31:00.000,Bronx,CONSOLIDATED BUS TRANS. I,3,Yes,Yes,No,2015-09-18T07:31:00.000,2015-09-18T07:31:29.000,Running Late,School-Age,20mins,
2015-2016,1225299,General Ed Field Trip,025,R9221,Late return from Field Trip,31060,2015-10-27T13:45:00.000,2015-10-27T13:55:00.000,Staten Island,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-10-27T13:55:00.000,2015-10-27T13:55:59.000,Running Late,School-Age,20 min,
2015-2016,1230726,Special Ed AM Run,5571,Q174,Heavy Traffic,27051,2015-11-19T07:32:00.000,2015-11-19T07:34:00.000,Queens,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-11-19T07:34:00.000,2015-11-19T07:34:30.000,Running Late,School-Age,,
2015-2016,1230730,Special Ed AM Run,469D,Q949,Heavy Traffic,24083,2015-11-19T07:00:00.000,2015-11-19T07:37:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2015-11-19T07:37:00.000,2015-11-19T07:37:05.000,Running Late,School-Age,35 MIN,
2015-2016,1230731,Special Ed AM Run,2107,K293,Heavy Traffic,17403,2015-11-19T07:30:00.000,2015-11-19T07:37:00.000,Brooklyn,EMPIRE STATE BUS CORP.,8,Yes,Yes,No,2015-11-19T07:37:00.000,2015-11-19T07:37:04.000,Running Late,School-Age,20-30 min,
2015-2016,1230732,Special Ed AM Run,1713,M043,Heavy Traffic,"02350,02734",2015-11-19T07:36:00.000,2015-11-19T07:39:00.000,Manhattan,PHILLIP BUS CORP (B2192),2,No,No,No,2015-11-19T07:39:00.000,2015-11-19T07:39:14.000,Running Late,School-Age,45min,
2015-2016,1230733,Special Ed AM Run,NI-2589,K045,Other,22052,2015-11-19T07:35:00.000,2015-11-19T07:39:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",1,Yes,Yes,No,2015-11-19T07:39:00.000,2015-11-19T07:40:45.000,Running Late,School-Age,30 MINS,
2015-2016,1230734,General Ed AM Run,2302,X2147,Other,"11068,11153",2015-11-19T07:35:00.000,2015-11-19T07:40:00.000,Bronx,"GRANDPA`S BUS CO., INC.",18,Yes,Yes,No,2015-11-19T07:40:00.000,2015-11-19T08:20:15.000,Breakdown,School-Age,,
2015-2016,1230735,Special Ed AM Run,18,W718,Heavy Traffic,75847,2015-11-19T07:39:00.000,2015-11-19T07:40:00.000,Westchester,MAR-CAN TRANSPORT CO. INC,2,No,Yes,No,2015-11-19T07:40:00.000,2015-11-19T07:40:44.000,Running Late,School-Age,15 mins,
2015-2016,1230736,Special Ed AM Run,1396,M741,Heavy Traffic,03076,2015-11-19T07:41:00.000,2015-11-19T07:41:00.000,Manhattan,LEESEL TRANSP CORP (B2192,3,Yes,Yes,No,2015-11-19T07:41:00.000,2015-11-19T07:49:12.000,Running Late,School-Age,30,
2015-2016,1230737,Special Ed AM Run,NI-2130,K086,Other,20180,2015-11-19T07:35:00.000,2015-11-19T07:41:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",5,Yes,Yes,No,2015-11-19T07:41:00.000,2015-11-19T07:41:58.000,Running Late,School-Age,30 MINS,
2015-2016,1230738,Special Ed AM Run,2010,K285,Heavy Traffic,18272,2015-11-19T07:40:00.000,2015-11-19T07:42:00.000,Brooklyn,EMPIRE CHARTER SERVICE IN,6,Yes,Yes,No,2015-11-19T07:42:00.000,2015-11-19T07:42:13.000,Running Late,School-Age,20-30 min,
2015-2016,1230740,Special Ed AM Run,1721,M098,Heavy Traffic,"04112,04206",2015-11-19T07:39:00.000,2015-11-19T07:43:00.000,Manhattan,PHILLIP BUS CORP (B2192),3,Yes,No,No,2015-11-19T07:43:00.000,2015-11-19T07:43:12.000,Running Late,School-Age,25min,
2015-2016,1230741,General Ed AM Run,012203,Q2654,Heavy Traffic,26266,2015-11-19T07:40:00.000,2015-11-19T07:43:00.000,Queens,QUALITY TRANSPORTATION CO,12,Yes,No,No,2015-11-19T07:43:00.000,2015-11-19T07:43:16.000,Running Late,School-Age,20mins,
2015-2016,1230742,Special Ed AM Run,3111,M213,Heavy Traffic,01134,2015-11-19T07:42:00.000,2015-11-19T07:43:00.000,Manhattan,"RELIANT TRANS, INC. (B232",2,Yes,No,Yes,2015-11-19T07:43:00.000,2015-11-19T07:43:30.000,Running Late,School-Age,,
2015-2016,1230743,Special Ed AM Run,NI1511,K190,Other,21370,2015-11-19T07:40:00.000,2015-11-19T07:43:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",5,Yes,Yes,No,2015-11-19T07:43:00.000,2015-11-19T07:43:39.000,Running Late,School-Age,10,
2015-2016,1230744,Special Ed AM Run,NI-0942,K234,Other,22078,2015-11-19T07:40:00.000,2015-11-19T07:43:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",3,Yes,Yes,No,2015-11-19T07:43:00.000,2015-11-19T15:49:04.000,Running Late,School-Age,40 MINS,
2017-2018,1424336,Special Ed AM Run,1517,Q440,Heavy Traffic,26513,2018-03-26T08:32:00.000,2018-03-26T08:34:00.000,Queens,FIRST STEPS TRANS INC. (B2192),0,Yes,Yes,Yes,2018-03-26T08:34:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,0-15 Min,
2017-2018,1424340,Special Ed AM Run,1235,M800,Heavy Traffic,02918,2018-03-26T08:46:00.000,2018-03-26T08:47:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T08:47:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2017-2018,1424342,Special Ed Field Trip,60,K593,Other,22461,2018-03-26T08:50:00.000,2018-03-26T08:53:00.000,Brooklyn,Y & M TRANSIT CORP (B2192),0,Yes,No,No,2018-03-26T08:53:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2015-2016,1226023,General Ed AM Run,349,X2299,Other,12124,2015-10-29T07:45:00.000,2015-10-29T07:50:00.000,Bronx,"GRANDPA`S BUS CO., INC.",18,Yes,Yes,No,2015-10-29T07:50:00.000,2015-10-29T08:00:16.000,Running Late,School-Age,20 mins,
2015-2016,1230747,Special Ed AM Run,2042,K396,Heavy Traffic,16409,2015-11-19T07:43:00.000,2015-11-19T07:45:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",9,Yes,Yes,Yes,2015-11-19T07:45:00.000,2015-11-19T07:45:48.000,Running Late,School-Age,,
2015-2016,1230748,Special Ed AM Run,2106,K276,Heavy Traffic,17403,2015-11-19T07:40:00.000,2015-11-19T07:45:00.000,Brooklyn,EMPIRE STATE BUS CORP.,7,Yes,Yes,No,2015-11-19T07:45:00.000,2015-11-19T07:45:49.000,Running Late,School-Age,20-30 min,
2015-2016,1230749,Special Ed AM Run,70,K377,Mechanical Problem,"20069,20865",2015-11-19T07:34:00.000,2015-11-19T07:45:00.000,Brooklyn,CAREFUL BUS,3,Yes,Yes,No,2015-11-19T07:45:00.000,2015-11-19T07:52:36.000,Running Late,School-Age,60 MIN,
2015-2016,1230750,Special Ed AM Run,8888D,P505,Heavy Traffic,24755,2015-11-19T07:28:00.000,2015-11-19T07:46:00.000,Brooklyn,JOFAZ TRANSPORTATION INC.,0,Yes,Yes,No,2015-11-19T07:46:00.000,2015-11-19T07:46:28.000,Running Late,School-Age,40m1in????,
2015-2016,1230755,Special Ed AM Run,5584,Q088,Heavy Traffic,27063,2015-11-19T07:47:00.000,2015-11-19T07:48:00.000,Queens,"RELIANT TRANS, INC. (B232",7,Yes,Yes,Yes,2015-11-19T07:48:00.000,2015-11-19T07:48:33.000,Running Late,School-Age,15 MIN,
2015-2016,1230757,Special Ed AM Run,1185,L537,Heavy Traffic,13133,2015-11-19T07:45:00.000,2015-11-19T07:49:00.000,Bronx,"RELIANT TRANS, INC. (B232",3,Yes,Yes,No,2015-11-19T07:49:00.000,2015-11-19T07:49:36.000,Running Late,School-Age,,
2015-2016,1230758,Special Ed AM Run,NI-1489,K083,Heavy Traffic,20030,2015-11-19T07:48:00.000,2015-11-19T07:49:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",7,Yes,Yes,No,2015-11-19T07:49:00.000,2015-11-19T07:49:56.000,Running Late,School-Age,30 MINS,
2015-2016,1230759,Pre-K/EI,GV0811,1,Heavy Traffic,C195,2015-11-19T07:50:00.000,2015-11-19T07:50:00.000,Bronx,"G.V.C., LTD.",15,Yes,Yes,Yes,2015-11-19T07:50:00.000,2015-11-19T07:50:26.000,Running Late,Pre-K,5-10 min,
2015-2016,1230762,Special Ed AM Run,70,K377,Mechanical Problem,"20069,20865",2015-11-19T07:46:00.000,2015-11-19T07:52:00.000,Brooklyn,CAREFUL BUS,3,Yes,Yes,No,2015-11-19T07:52:00.000,2015-11-19T07:53:17.000,Breakdown,School-Age,,
2015-2016,1230766,Special Ed AM Run,5607,Q158,Heavy Traffic,26817,2015-11-19T07:51:00.000,2015-11-19T07:52:00.000,Queens,"RELIANT TRANS, INC. (B232",6,No,No,No,2015-11-19T07:52:00.000,2015-11-19T07:52:49.000,Running Late,School-Age,20 MIN,
2015-2016,1230769,Pre-K/EI,9310,1,Heavy Traffic,C465,2015-11-19T07:51:00.000,2015-11-19T07:54:00.000,Bronx,"G.V.C., LTD.",11,Yes,Yes,No,2015-11-19T07:54:00.000,2015-11-19T07:54:14.000,Running Late,Pre-K,20 MINS,
2015-2016,1231509,Pre-K/EI,GV0955,5,Heavy Traffic,C579,2015-11-23T08:43:00.000,2015-11-23T08:44:00.000,Bronx,"G.V.C., LTD.",1,Yes,Yes,No,2015-11-23T08:44:00.000,2015-11-23T08:44:13.000,Running Late,Pre-K,10MIN,
2015-2016,1230783,Special Ed AM Run,NI-2127,K009,Heavy Traffic,13113,2015-11-19T07:51:00.000,2015-11-19T07:58:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",15,Yes,Yes,No,2015-11-19T07:58:00.000,2015-11-19T07:58:26.000,Running Late,School-Age,25 MINS,
2015-2016,1230785,Pre-K/EI,12510,B0209A,Heavy Traffic,C244,2015-11-19T07:44:00.000,2015-11-19T07:59:00.000,Brooklyn,L & M BUS CORP.,12,Yes,Yes,No,2015-11-19T07:59:00.000,2015-11-19T07:59:20.000,Running Late,Pre-K,12 min,
2015-2016,1230786,Special Ed AM Run,1410,M584,Heavy Traffic,02986,2015-11-19T08:00:00.000,2015-11-19T08:00:00.000,Manhattan,LEESEL TRANSP CORP (B2192,6,Yes,Yes,No,2015-11-19T08:00:00.000,2015-11-19T08:00:42.000,Running Late,School-Age,20,
2015-2016,1230787,Special Ed AM Run,9925,L359,Heavy Traffic,17862,2015-11-19T07:58:00.000,2015-11-19T08:00:00.000,,"RELIANT TRANS, INC. (B232",8,Yes,Yes,Yes,2015-11-19T08:00:00.000,2015-11-19T08:00:59.000,Running Late,School-Age,,
2015-2016,1230789,Special Ed AM Run,601,P302,Heavy Traffic,25764,2015-11-19T08:00:00.000,2015-11-19T08:01:00.000,Queens,MUTUAL BUS CORP. (B2192),1,Yes,No,No,2015-11-19T08:01:00.000,2015-11-19T08:01:15.000,Running Late,School-Age,15 min,
2015-2016,1230795,Special Ed AM Run,6207,P634,Heavy Traffic,25765,2015-11-19T08:00:00.000,2015-11-19T08:02:00.000,Queens,JOFAZ TRANSPORTATION INC.,0,Yes,Yes,No,2015-11-19T08:02:00.000,2015-11-19T08:02:18.000,Running Late,School-Age,10min,
2015-2016,1230796,Special Ed AM Run,2095,M950,Heavy Traffic,02347,2015-11-19T08:01:00.000,2015-11-19T08:02:00.000,Manhattan,"RELIANT TRANS, INC. (B232",8,Yes,Yes,Yes,2015-11-19T08:02:00.000,2015-11-19T08:02:32.000,Running Late,School-Age,,
2015-2016,1230798,Special Ed AM Run,1376,M851,Heavy Traffic,02582,2015-11-19T08:02:00.000,2015-11-19T08:03:00.000,Manhattan,LEESEL TRANSP CORP (B2192,3,Yes,Yes,No,2015-11-19T08:03:00.000,2015-11-19T08:03:35.000,Running Late,School-Age,20,
2017-2018,1424343,Special Ed AM Run,1643,M188,Heavy Traffic,"03008,03896",2018-03-26T09:08:00.000,2018-03-26T09:09:00.000,Manhattan,FIRST STEPS TRANS INC. (B2192),1,Yes,Yes,Yes,2018-03-26T09:09:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,16-30 Min,
2015-2016,1212945,Special Ed AM Run,1323,P630,Heavy Traffic,28072,2015-09-09T06:20:00.000,2015-09-09T06:27:00.000,,ACME BUS CORP. (B2321),0,Yes,Yes,Yes,2015-09-09T06:27:00.000,2015-09-09T06:27:28.000,Running Late,School-Age,20 min,
2015-2016,1215773,Special Ed AM Run,12527,P573,Heavy Traffic,25912,2015-09-18T06:45:00.000,2015-09-18T07:31:00.000,,ACME BUS CORP. (B2321),1,Yes,Yes,Yes,2015-09-18T07:31:00.000,2015-09-18T07:31:48.000,Running Late,School-Age,30Min,
2015-2016,1225300,Special Ed PM Run,16160,Q040,Heavy Traffic,30076,2015-10-27T13:45:00.000,2015-10-27T13:57:00.000,Queens,PRIDE TRANSPORTATION (SCH,0,Yes,Yes,Yes,2015-10-27T13:57:00.000,2015-10-27T13:57:52.000,Running Late,School-Age,20 min,
2015-2016,1230799,Special Ed AM Run,1637,Q193,Heavy Traffic,24488,2015-11-19T08:00:00.000,2015-11-19T08:03:00.000,Queens,FIRST STEPS TRANSP INC. (,3,Yes,Yes,Yes,2015-11-19T08:03:00.000,2015-11-19T08:03:41.000,Running Late,School-Age,15 mins,
2015-2016,1230800,Special Ed AM Run,NI-0478,K035,Heavy Traffic,21348,2015-11-19T07:58:00.000,2015-11-19T08:03:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",15,Yes,Yes,No,2015-11-19T08:03:00.000,2015-11-19T08:03:39.000,Running Late,School-Age,30 MINS,
2015-2016,1230801,Pre-K/EI,9300,8,Heavy Traffic,C195,2015-11-19T08:01:00.000,2015-11-19T08:03:00.000,Bronx,"G.V.C., LTD.",14,Yes,Yes,No,2015-11-19T08:03:00.000,2015-11-19T08:22:47.000,Running Late,Pre-K,20 MINS,
2015-2016,1230802,Special Ed AM Run,1471,M104,Heavy Traffic,01616,2015-11-19T08:03:00.000,2015-11-19T08:04:00.000,Manhattan,LEESEL TRANSP CORP (B2192,3,Yes,Yes,No,2015-11-19T08:04:00.000,2015-11-19T08:04:01.000,Running Late,School-Age,20,
2015-2016,1230803,Pre-K/EI,GV0611,1,Heavy Traffic,C037,2015-11-19T08:02:00.000,2015-11-19T08:04:00.000,Bronx,"G.V.C., LTD.",13,Yes,Yes,No,2015-11-19T08:04:00.000,2015-11-19T08:04:04.000,Running Late,Pre-K,5-10,
2015-2016,1230804,Special Ed AM Run,2671,M206,Heavy Traffic,01134,2015-11-19T08:05:00.000,2015-11-19T08:06:00.000,Manhattan,"RELIANT TRANS, INC. (B232",10,Yes,Yes,Yes,2015-11-19T08:06:00.000,2015-11-19T08:06:08.000,Running Late,School-Age,,
2015-2016,1230806,General Ed AM Run,1689,Q3076,Other,30152,2015-11-19T07:59:00.000,2015-11-19T08:07:00.000,Queens,PIONEER TRANSPORTATION CO,2,Yes,No,No,2015-11-19T08:07:00.000,2015-11-19T08:07:17.000,Running Late,School-Age,10 mins,
2015-2016,1230807,Special Ed AM Run,1213,N888,Heavy Traffic,75627,2015-11-19T08:05:00.000,2015-11-19T08:10:00.000,Nassau County,"THOMAS BUSES, INC. (B2321",6,Yes,Yes,Yes,2015-11-19T08:10:00.000,2015-11-19T08:10:02.000,Running Late,School-Age,20 mins,
2015-2016,1230808,Special Ed AM Run,VN74104,N866,Heavy Traffic,75907,2015-11-19T08:07:00.000,2015-11-19T08:10:00.000,Rockland County,VAN TRANS LLC (B2192),0,Yes,Yes,Yes,2015-11-19T08:10:00.000,2015-11-19T08:10:07.000,Running Late,School-Age,15mins,
2015-2016,1230809,Special Ed AM Run,197,W706,Heavy Traffic,75442,2015-11-19T08:14:00.000,2015-11-19T08:15:00.000,Westchester,MAR-CAN TRANSPORT CO. INC,3,Yes,Yes,No,2015-11-19T08:15:00.000,2015-11-19T08:23:40.000,Running Late,School-Age,20 mins,
2015-2016,1230810,Special Ed AM Run,46154,K929,Mechanical Problem,32377,2015-11-19T08:09:00.000,2015-11-19T08:15:00.000,Brooklyn,"BORO TRANSIT, INC.",3,No,Yes,No,2015-11-19T08:15:00.000,2015-11-19T08:15:59.000,Breakdown,School-Age,,
